dataset_id,column_name,n_samples,n_missing,n_unique,top_values,metadata_type
GSE17920,characteristics_ch1.9,130,0,78,white blood count: _ [n=7] || white blood count: 10.8 [n=6] || white blood count: 7.1 [n=4] || white blood count: 9.5 [n=4] || white blood count: 9.8 [n=4] || white blood count: 9.9 [n=4] || white blood count: 10 [n=3] || white blood count: 6.8 [n=3] || white blood count: 7.6 [n=3] || white blood count: 8.2 [n=3] || white blood count: 1.4 [n=2] || white blood count: 10.4 [n=2] || white blood count: 10.5 [n=2] || white blood count: 11.2 [n=2] || white blood count: 11.7 [n=2] || white blood count: 12 [n=2] || white blood count: 12.2 [n=2] || white blood count: 13.5 [n=2] || white blood count: 5.6 [n=2] || white blood count: 5.9 [n=2],GSE_sample_metadata
GSE17920,characteristics_ch1.10,130,0,12,international prognostic score (ips): 2 [n=37] || international prognostic score (ips): 1 [n=21] || international prognostic score (ips): 3 [n=21] || international prognostic score (ips): 2.3 [n=14] || international prognostic score (ips): 4 [n=11] || international prognostic score (ips): 3.5 [n=7] || international prognostic score (ips): 4.7 [n=5] || international prognostic score (ips): 5 [n=5] || international prognostic score (ips): 1.2 [n=3] || international prognostic score (ips): 6 [n=3] || international prognostic score (ips): 0 [n=2] || international prognostic score (ips): 7 [n=1],GSE_sample_metadata
GSE17920,molecule_ch1,130,0,1,total RNA [n=130],GSE_sample_metadata
GSE17920,extract_protocol_ch1,130,0,1,Total RNA was extracted from multiple (10-20x) 20µm freshly cut tissue sections after mechanical hom... [n=130],GSE_sample_metadata
GSE17920,label_ch1,130,0,1,biotin [n=130],GSE_sample_metadata
GSE17920,label_protocol_ch1,130,0,1,1-8 µg of extracted RNA were used to prepared biotinylated cRNA in a one-cycle reaction following ro... [n=130],GSE_sample_metadata
GSE17920,taxid_ch1,130,0,1,9606 [n=130],GSE_sample_metadata
GSE17920,hyb_protocol,130,0,1,11µg of labeled cRNA were hybridized on the array overnight. The arrays were washed and stained usin... [n=130],GSE_sample_metadata
GSE17920,scan_protocol,130,0,1,Arrays were scanned using Affymetrix GeneChip Scanner. [n=130],GSE_sample_metadata
GSE17920,description,130,0,130,NEB_1.CEL [n=1] || NEB_10.CEL [n=1] || NEB_1060.CEL [n=1] || NEB_1061.CEL [n=1] || NEB_1062.CEL [n=1] || NEB_1064.CEL [n=1] || NEB_1065.CEL [n=1] || NEB_1068.CEL [n=1] || NEB_1069.CEL [n=1] || NEB_1070.CEL [n=1] || NEB_1072.CEL [n=1] || NEB_1073.CEL [n=1] || NEB_1074.CEL [n=1] || NEB_11.CEL [n=1] || NEB_12.CEL [n=1] || NEB_13.CEL [n=1] || NEB_14.CEL [n=1] || NEB_15.CEL [n=1] || NEB_16.CEL [n=1] || NEB_18.CEL [n=1],GSE_sample_metadata
GSE17920,data_processing,130,0,1,"The data were analyzed with Bioconductor (R), and normalized and summaried using the rma function in... [n=130]",GSE_sample_metadata
GSE17920,platform_id,130,0,1,GPL570 [n=130],GSE_sample_metadata
GSE17920,contact_name,130,0,1,"Christian,,Steidl [n=130]",GSE_sample_metadata
GSE17920,contact_email,130,0,1,csteidl@bccancer.bc.ca [n=130],GSE_sample_metadata
GSE17920,contact_phone,130,0,1,1-604-675-8046 [n=130],GSE_sample_metadata
GSE17920,contact_laboratory,130,0,1,Steidl lab [n=130],GSE_sample_metadata
GSE17920,contact_department,130,0,1,Pathology [n=130],GSE_sample_metadata
GSE17920,contact_institute,130,0,1,BC Cancer Agency [n=130],GSE_sample_metadata
GSE17920,contact_address,130,0,1,675 West 10th Avenue [n=130],GSE_sample_metadata
GSE17920,contact_city,130,0,1,Vancouver [n=130],GSE_sample_metadata
GSE17920,contact_state,130,0,1,BC [n=130],GSE_sample_metadata
GSE17920,contact_zip/postal_code,130,0,1,V5Z 1L3 [n=130],GSE_sample_metadata
GSE17920,contact_country,130,0,1,Canada [n=130],GSE_sample_metadata
GSE17920,supplementary_file,130,0,130,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447610/suppl/GSM447610.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447611/suppl/GSM447611.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447612/suppl/GSM447612.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447613/suppl/GSM447613.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447614/suppl/GSM447614.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447615/suppl/GSM447615.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447616/suppl/GSM447616.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447617/suppl/GSM447617.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447618/suppl/GSM447618.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447619/suppl/GSM447619.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447620/suppl/GSM447620.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447621/suppl/GSM447621.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447622/suppl/GSM447622.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447623/suppl/GSM447623.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447624/suppl/GSM447624.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447625/suppl/GSM447625.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447626/suppl/GSM447626.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447627/suppl/GSM447627.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447628/suppl/GSM447628.CEL.gz [n=1] || ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM447nnn/GSM447629/suppl/GSM447629.CEL.gz [n=1],GSE_sample_metadata
GSE17920,data_row_count,130,0,1,54675 [n=130],GSE_sample_metadata
GSE17920,age (years):ch1,130,0,56,27 [n=6] || 24 [n=5] || 34 [n=5] || 38 [n=5] || 20 [n=4] || 23 [n=4] || 25 [n=4] || 32 [n=4] || 36 [n=4] || 52 [n=4] || 16 [n=3] || 17 [n=3] || 21 [n=3] || 22 [n=3] || 31 [n=3] || 37 [n=3] || 39 [n=3] || 42 [n=3] || 47 [n=3] || 49 [n=3],GSE_sample_metadata
GSE17920,albumin level:ch1,130,0,29,_ [n=29] || 41 [n=10] || 38 [n=9] || 36 [n=7] || 37 [n=6] || 45 [n=6] || 48 [n=6] || 39 [n=5] || 42 [n=5] || 43 [n=5] || 47 [n=5] || 34 [n=4] || 40 [n=4] || 44 [n=4] || 0 [n=3] || 46 [n=3] || 26 [n=2] || 27 [n=2] || 29 [n=2] || 32 [n=2],GSE_sample_metadata
GSE17920,disease stage:ch1,130,0,4,2 [n=67] || 3 [n=29] || 4 [n=18] || 1 [n=16],GSE_sample_metadata
GSE17920,disease status:ch1,130,0,1,chronic Hodgkin lymphoma [n=130],GSE_sample_metadata
GSE17920,hemoglobin level:ch1,130,0,64,_ [n=7] || 123 [n=5] || 124 [n=5] || 129 [n=5] || 130 [n=4] || 95 [n=4] || 110 [n=3] || 113 [n=3] || 114 [n=3] || 118 [n=3] || 122 [n=3] || 126 [n=3] || 134 [n=3] || 138 [n=3] || 139 [n=3] || 141 [n=3] || 145 [n=3] || 148 [n=3] || 156 [n=3] || 77 [n=3],GSE_sample_metadata
GSE17920,international prognostic score (ips):ch1,130,0,12,2 [n=37] || 1 [n=21] || 3 [n=21] || 2.3 [n=14] || 4 [n=11] || 3.5 [n=7] || 4.7 [n=5] || 5 [n=5] || 1.2 [n=3] || 6 [n=3] || 0 [n=2] || 7 [n=1],GSE_sample_metadata
GSE17920,lymphocyte percentage:ch1,130,0,39,17 [n=10] || 18 [n=9] || 10 [n=7] || 12 [n=6] || 16 [n=6] || 20 [n=6] || 23 [n=6] || 7 [n=6] || 9 [n=6] || _ [n=5] || 21 [n=5] || 6 [n=5] || 100 [n=4] || 11 [n=4] || 13 [n=4] || 15 [n=4] || 19 [n=3] || 2 [n=3] || 35 [n=3] || 14 [n=2],GSE_sample_metadata
GSE17920,relapse type:ch1,130,0,4,_ [n=92] || LATE [n=19] || REFRACTORY [n=10] || EARLY [n=9],GSE_sample_metadata
GSE17920,sex:ch1,130,0,3,M [n=73] || F [n=56] || f [n=1],GSE_sample_metadata
GSE17920,tissue type:ch1,130,0,1,lymphoma [n=130],GSE_sample_metadata
GSE17920,white blood count:ch1,130,0,78,_ [n=7] || 10.8 [n=6] || 7.1 [n=4] || 9.5 [n=4] || 9.8 [n=4] || 9.9 [n=4] || 10 [n=3] || 6.8 [n=3] || 7.6 [n=3] || 8.2 [n=3] || 1.4 [n=2] || 10.4 [n=2] || 10.5 [n=2] || 11.2 [n=2] || 11.7 [n=2] || 12 [n=2] || 12.2 [n=2] || 13.5 [n=2] || 5.6 [n=2] || 5.9 [n=2],GSE_sample_metadata
