dataset_id,sample_id,class_label,repeat_id,fold_id,split
GSE27272,GSM674181,non_smoker,1,1,train
GSE27272,GSM674182,smoker,1,1,train
GSE27272,GSM674183,non_smoker,1,1,train
GSE27272,GSM674184,non_smoker,1,1,train
GSE27272,GSM674185,non_smoker,1,1,train
GSE27272,GSM674187,non_smoker,1,1,train
GSE27272,GSM674188,smoker,1,1,train
GSE27272,GSM674190,non_smoker,1,1,train
GSE27272,GSM674191,non_smoker,1,1,train
GSE27272,GSM674192,non_smoker,1,1,train
GSE27272,GSM674193,non_smoker,1,1,train
GSE27272,GSM674194,non_smoker,1,1,train
GSE27272,GSM674195,non_smoker,1,1,train
GSE27272,GSM674196,smoker,1,1,train
GSE27272,GSM674198,non_smoker,1,1,train
GSE27272,GSM674199,smoker,1,1,train
GSE27272,GSM674200,non_smoker,1,1,train
GSE27272,GSM674201,non_smoker,1,1,train
GSE27272,GSM674202,non_smoker,1,1,train
GSE27272,GSM674204,non_smoker,1,1,train
GSE27272,GSM674205,non_smoker,1,1,train
GSE27272,GSM674206,non_smoker,1,1,train
GSE27272,GSM674207,smoker,1,1,train
GSE27272,GSM674208,non_smoker,1,1,train
GSE27272,GSM674211,smoker,1,1,train
GSE27272,GSM674212,non_smoker,1,1,train
GSE27272,GSM674213,smoker,1,1,train
GSE27272,GSM674214,non_smoker,1,1,train
GSE27272,GSM674215,smoker,1,1,train
GSE27272,GSM674216,smoker,1,1,train
GSE27272,GSM674217,smoker,1,1,train
GSE27272,GSM674220,non_smoker,1,1,train
GSE27272,GSM674221,non_smoker,1,1,train
GSE27272,GSM674222,smoker,1,1,train
GSE27272,GSM674223,non_smoker,1,1,train
GSE27272,GSM674224,smoker,1,1,train
GSE27272,GSM674225,non_smoker,1,1,train
GSE27272,GSM674226,non_smoker,1,1,train
GSE27272,GSM674228,smoker,1,1,train
GSE27272,GSM674229,non_smoker,1,1,train
GSE27272,GSM674230,non_smoker,1,1,train
GSE27272,GSM674231,non_smoker,1,1,train
GSE27272,GSM674232,non_smoker,1,1,train
GSE27272,GSM674233,smoker,1,1,train
GSE27272,GSM674234,non_smoker,1,1,train
GSE27272,GSM674235,non_smoker,1,1,train
GSE27272,GSM674236,non_smoker,1,1,train
GSE27272,GSM674237,non_smoker,1,1,train
GSE27272,GSM674238,smoker,1,1,train
GSE27272,GSM674239,non_smoker,1,1,train
GSE27272,GSM674241,smoker,1,1,train
GSE27272,GSM674242,non_smoker,1,1,train
GSE27272,GSM674244,non_smoker,1,1,train
GSE27272,GSM674282,non_smoker,1,1,train
GSE27272,GSM674283,smoker,1,1,train
GSE27272,GSM674284,non_smoker,1,1,train
GSE27272,GSM674285,non_smoker,1,1,train
GSE27272,GSM674286,smoker,1,1,train
GSE27272,GSM674287,non_smoker,1,1,train
GSE27272,GSM674288,non_smoker,1,1,train
GSE27272,GSM674290,non_smoker,1,1,train
GSE27272,GSM674291,non_smoker,1,1,train
GSE27272,GSM674292,non_smoker,1,1,train
GSE27272,GSM674293,smoker,1,1,train
GSE27272,GSM674294,smoker,1,1,train
GSE27272,GSM674295,non_smoker,1,1,train
GSE27272,GSM674296,smoker,1,1,train
GSE27272,GSM674297,non_smoker,1,1,train
GSE27272,GSM674298,non_smoker,1,1,train
GSE27272,GSM674299,non_smoker,1,1,train
GSE27272,GSM674300,non_smoker,1,1,train
GSE27272,GSM674304,non_smoker,1,1,train
GSE27272,GSM674305,non_smoker,1,1,train
GSE27272,GSM674306,non_smoker,1,1,train
GSE27272,GSM674307,smoker,1,1,train
GSE27272,GSM674309,non_smoker,1,1,train
GSE27272,GSM674310,smoker,1,1,train
GSE27272,GSM674311,smoker,1,1,train
GSE27272,GSM674312,smoker,1,1,train
GSE27272,GSM674313,non_smoker,1,1,train
GSE27272,GSM674316,non_smoker,1,1,train
