dataset_id,sample_id,class_label,repeat_id,fold_id,split
GSE19804,GSM494556,tumor,1,1,train
GSE19804,GSM494558,tumor,1,1,train
GSE19804,GSM494559,tumor,1,1,train
GSE19804,GSM494561,tumor,1,1,train
GSE19804,GSM494562,tumor,1,1,train
GSE19804,GSM494563,tumor,1,1,train
GSE19804,GSM494564,tumor,1,1,train
GSE19804,GSM494567,tumor,1,1,train
GSE19804,GSM494568,tumor,1,1,train
GSE19804,GSM494569,tumor,1,1,train
GSE19804,GSM494570,tumor,1,1,train
GSE19804,GSM494571,tumor,1,1,train
GSE19804,GSM494572,tumor,1,1,train
GSE19804,GSM494573,tumor,1,1,train
GSE19804,GSM494574,tumor,1,1,train
GSE19804,GSM494576,tumor,1,1,train
GSE19804,GSM494577,tumor,1,1,train
GSE19804,GSM494578,tumor,1,1,train
GSE19804,GSM494579,tumor,1,1,train
GSE19804,GSM494580,tumor,1,1,train
GSE19804,GSM494581,tumor,1,1,train
GSE19804,GSM494582,tumor,1,1,train
GSE19804,GSM494585,tumor,1,1,train
GSE19804,GSM494586,tumor,1,1,train
GSE19804,GSM494587,tumor,1,1,train
GSE19804,GSM494588,tumor,1,1,train
GSE19804,GSM494589,tumor,1,1,train
GSE19804,GSM494590,tumor,1,1,train
GSE19804,GSM494591,tumor,1,1,train
GSE19804,GSM494593,tumor,1,1,train
GSE19804,GSM494594,tumor,1,1,train
GSE19804,GSM494596,tumor,1,1,train
GSE19804,GSM494597,tumor,1,1,train
GSE19804,GSM494598,tumor,1,1,train
GSE19804,GSM494599,tumor,1,1,train
GSE19804,GSM494600,tumor,1,1,train
GSE19804,GSM494601,tumor,1,1,train
GSE19804,GSM494602,tumor,1,1,train
GSE19804,GSM494603,tumor,1,1,train
GSE19804,GSM494605,tumor,1,1,train
GSE19804,GSM494606,tumor,1,1,train
GSE19804,GSM494607,tumor,1,1,train
GSE19804,GSM494608,tumor,1,1,train
GSE19804,GSM494609,tumor,1,1,train
GSE19804,GSM494610,tumor,1,1,train
GSE19804,GSM494613,tumor,1,1,train
GSE19804,GSM494614,tumor,1,1,train
GSE19804,GSM494615,tumor,1,1,train
GSE19804,GSM494616,normal,1,1,train
GSE19804,GSM494617,normal,1,1,train
GSE19804,GSM494618,normal,1,1,train
GSE19804,GSM494619,normal,1,1,train
GSE19804,GSM494620,normal,1,1,train
GSE19804,GSM494621,normal,1,1,train
GSE19804,GSM494622,normal,1,1,train
GSE19804,GSM494623,normal,1,1,train
GSE19804,GSM494624,normal,1,1,train
GSE19804,GSM494625,normal,1,1,train
GSE19804,GSM494626,normal,1,1,train
GSE19804,GSM494628,normal,1,1,train
GSE19804,GSM494629,normal,1,1,train
GSE19804,GSM494630,normal,1,1,train
GSE19804,GSM494631,normal,1,1,train
GSE19804,GSM494632,normal,1,1,train
GSE19804,GSM494633,normal,1,1,train
GSE19804,GSM494634,normal,1,1,train
GSE19804,GSM494635,normal,1,1,train
GSE19804,GSM494638,normal,1,1,train
GSE19804,GSM494640,normal,1,1,train
GSE19804,GSM494641,normal,1,1,train
GSE19804,GSM494643,normal,1,1,train
GSE19804,GSM494644,normal,1,1,train
GSE19804,GSM494645,normal,1,1,train
GSE19804,GSM494646,normal,1,1,train
GSE19804,GSM494648,normal,1,1,train
GSE19804,GSM494649,normal,1,1,train
GSE19804,GSM494650,normal,1,1,train
GSE19804,GSM494652,normal,1,1,train
GSE19804,GSM494654,normal,1,1,train
GSE19804,GSM494656,normal,1,1,train
GSE19804,GSM494658,normal,1,1,train
GSE19804,GSM494659,normal,1,1,train
GSE19804,GSM494660,normal,1,1,train
GSE19804,GSM494662,normal,1,1,train
GSE19804,GSM494663,normal,1,1,train
GSE19804,GSM494664,normal,1,1,train
GSE19804,GSM494665,normal,1,1,train
GSE19804,GSM494666,normal,1,1,train
GSE19804,GSM494667,normal,1,1,train
GSE19804,GSM494668,normal,1,1,train
GSE19804,GSM494669,normal,1,1,train
GSE19804,GSM494671,normal,1,1,train
GSE19804,GSM494672,normal,1,1,train
GSE19804,GSM494673,normal,1,1,train
GSE19804,GSM494674,normal,1,1,train
GSE19804,GSM494675,normal,1,1,train
GSE19804,GSM494557,tumor,1,1,test
GSE19804,GSM494560,tumor,1,1,test
GSE19804,GSM494565,tumor,1,1,test
GSE19804,GSM494566,tumor,1,1,test
GSE19804,GSM494575,tumor,1,1,test
GSE19804,GSM494583,tumor,1,1,test
GSE19804,GSM494584,tumor,1,1,test
GSE19804,GSM494592,tumor,1,1,test
GSE19804,GSM494595,tumor,1,1,test
GSE19804,GSM494604,tumor,1,1,test
GSE19804,GSM494611,tumor,1,1,test
GSE19804,GSM494612,tumor,1,1,test
GSE19804,GSM494627,normal,1,1,test
GSE19804,GSM494636,normal,1,1,test
GSE19804,GSM494637,normal,1,1,test
GSE19804,GSM494639,normal,1,1,test
GSE19804,GSM494642,normal,1,1,test
GSE19804,GSM494647,normal,1,1,test
GSE19804,GSM494651,normal,1,1,test
GSE19804,GSM494653,normal,1,1,test
GSE19804,GSM494655,normal,1,1,test
GSE19804,GSM494657,normal,1,1,test
GSE19804,GSM494661,normal,1,1,test
GSE19804,GSM494670,normal,1,1,test
GSE19804,GSM494556,tumor,1,2,train
GSE19804,GSM494557,tumor,1,2,train
GSE19804,GSM494558,tumor,1,2,train
GSE19804,GSM494559,tumor,1,2,train
GSE19804,GSM494560,tumor,1,2,train
GSE19804,GSM494561,tumor,1,2,train
GSE19804,GSM494562,tumor,1,2,train
GSE19804,GSM494563,tumor,1,2,train
GSE19804,GSM494565,tumor,1,2,train
GSE19804,GSM494566,tumor,1,2,train
GSE19804,GSM494567,tumor,1,2,train
GSE19804,GSM494569,tumor,1,2,train
GSE19804,GSM494570,tumor,1,2,train
GSE19804,GSM494571,tumor,1,2,train
GSE19804,GSM494572,tumor,1,2,train
GSE19804,GSM494573,tumor,1,2,train
GSE19804,GSM494575,tumor,1,2,train
GSE19804,GSM494577,tumor,1,2,train
GSE19804,GSM494579,tumor,1,2,train
GSE19804,GSM494581,tumor,1,2,train
GSE19804,GSM494582,tumor,1,2,train
GSE19804,GSM494583,tumor,1,2,train
GSE19804,GSM494584,tumor,1,2,train
GSE19804,GSM494587,tumor,1,2,train
GSE19804,GSM494588,tumor,1,2,train
GSE19804,GSM494589,tumor,1,2,train
GSE19804,GSM494590,tumor,1,2,train
GSE19804,GSM494591,tumor,1,2,train
GSE19804,GSM494592,tumor,1,2,train
GSE19804,GSM494593,tumor,1,2,train
GSE19804,GSM494594,tumor,1,2,train
GSE19804,GSM494595,tumor,1,2,train
GSE19804,GSM494596,tumor,1,2,train
GSE19804,GSM494597,tumor,1,2,train
GSE19804,GSM494598,tumor,1,2,train
GSE19804,GSM494600,tumor,1,2,train
GSE19804,GSM494602,tumor,1,2,train
GSE19804,GSM494604,tumor,1,2,train
GSE19804,GSM494605,tumor,1,2,train
GSE19804,GSM494606,tumor,1,2,train
GSE19804,GSM494607,tumor,1,2,train
GSE19804,GSM494608,tumor,1,2,train
GSE19804,GSM494609,tumor,1,2,train
GSE19804,GSM494610,tumor,1,2,train
GSE19804,GSM494611,tumor,1,2,train
GSE19804,GSM494612,tumor,1,2,train
GSE19804,GSM494614,tumor,1,2,train
GSE19804,GSM494615,tumor,1,2,train
GSE19804,GSM494616,normal,1,2,train
GSE19804,GSM494617,normal,1,2,train
GSE19804,GSM494618,normal,1,2,train
GSE19804,GSM494619,normal,1,2,train
GSE19804,GSM494620,normal,1,2,train
GSE19804,GSM494622,normal,1,2,train
GSE19804,GSM494623,normal,1,2,train
GSE19804,GSM494624,normal,1,2,train
GSE19804,GSM494626,normal,1,2,train
GSE19804,GSM494627,normal,1,2,train
GSE19804,GSM494629,normal,1,2,train
GSE19804,GSM494630,normal,1,2,train
GSE19804,GSM494631,normal,1,2,train
GSE19804,GSM494632,normal,1,2,train
GSE19804,GSM494635,normal,1,2,train
GSE19804,GSM494636,normal,1,2,train
GSE19804,GSM494637,normal,1,2,train
