dataset_id,sample_id,class_label,repeat_id,fold_id,split
GSE17920,GSM447612,relapse,1,1,train
GSE17920,GSM447613,relapse,1,1,train
GSE17920,GSM447614,relapse,1,1,train
GSE17920,GSM447616,relapse,1,1,train
GSE17920,GSM447617,relapse,1,1,train
GSE17920,GSM447619,relapse,1,1,train
GSE17920,GSM447620,relapse,1,1,train
GSE17920,GSM447621,relapse,1,1,train
GSE17920,GSM447622,relapse,1,1,train
GSE17920,GSM447623,relapse,1,1,train
GSE17920,GSM447624,relapse,1,1,train
GSE17920,GSM447626,relapse,1,1,train
GSE17920,GSM447627,relapse,1,1,train
GSE17920,GSM447628,relapse,1,1,train
GSE17920,GSM447629,relapse,1,1,train
GSE17920,GSM447630,relapse,1,1,train
GSE17920,GSM447631,relapse,1,1,train
GSE17920,GSM447633,relapse,1,1,train
GSE17920,GSM447634,relapse,1,1,train
GSE17920,GSM447635,relapse,1,1,train
GSE17920,GSM447636,relapse,1,1,train
GSE17920,GSM447637,relapse,1,1,train
GSE17920,GSM447638,relapse,1,1,train
GSE17920,GSM447639,relapse,1,1,train
GSE17920,GSM447640,relapse,1,1,train
GSE17920,GSM447641,relapse,1,1,train
GSE17920,GSM447642,relapse,1,1,train
GSE17920,GSM447645,relapse,1,1,train
GSE17920,GSM447646,relapse,1,1,train
GSE17920,GSM447647,relapse,1,1,train
GSE17920,GSM447648,no_relapse,1,1,train
GSE17920,GSM447649,no_relapse,1,1,train
GSE17920,GSM447650,no_relapse,1,1,train
GSE17920,GSM447651,no_relapse,1,1,train
GSE17920,GSM447652,no_relapse,1,1,train
GSE17920,GSM447653,no_relapse,1,1,train
GSE17920,GSM447654,no_relapse,1,1,train
GSE17920,GSM447655,no_relapse,1,1,train
GSE17920,GSM447656,no_relapse,1,1,train
GSE17920,GSM447657,no_relapse,1,1,train
GSE17920,GSM447658,no_relapse,1,1,train
GSE17920,GSM447659,no_relapse,1,1,train
GSE17920,GSM447661,no_relapse,1,1,train
GSE17920,GSM447662,no_relapse,1,1,train
GSE17920,GSM447663,no_relapse,1,1,train
GSE17920,GSM447664,no_relapse,1,1,train
GSE17920,GSM447665,no_relapse,1,1,train
GSE17920,GSM447666,no_relapse,1,1,train
GSE17920,GSM447667,no_relapse,1,1,train
GSE17920,GSM447668,no_relapse,1,1,train
GSE17920,GSM447670,no_relapse,1,1,train
GSE17920,GSM447671,no_relapse,1,1,train
GSE17920,GSM447672,no_relapse,1,1,train
GSE17920,GSM447675,no_relapse,1,1,train
GSE17920,GSM447676,no_relapse,1,1,train
GSE17920,GSM447677,no_relapse,1,1,train
GSE17920,GSM447678,no_relapse,1,1,train
GSE17920,GSM447679,no_relapse,1,1,train
GSE17920,GSM447681,no_relapse,1,1,train
GSE17920,GSM447682,no_relapse,1,1,train
GSE17920,GSM447683,no_relapse,1,1,train
GSE17920,GSM447684,no_relapse,1,1,train
GSE17920,GSM447685,no_relapse,1,1,train
GSE17920,GSM447686,no_relapse,1,1,train
GSE17920,GSM447687,no_relapse,1,1,train
GSE17920,GSM447689,no_relapse,1,1,train
GSE17920,GSM447690,no_relapse,1,1,train
GSE17920,GSM447692,no_relapse,1,1,train
GSE17920,GSM447694,no_relapse,1,1,train
GSE17920,GSM447696,no_relapse,1,1,train
GSE17920,GSM447697,no_relapse,1,1,train
GSE17920,GSM447698,no_relapse,1,1,train
GSE17920,GSM447700,no_relapse,1,1,train
GSE17920,GSM447701,no_relapse,1,1,train
GSE17920,GSM447702,no_relapse,1,1,train
GSE17920,GSM447703,no_relapse,1,1,train
GSE17920,GSM447704,no_relapse,1,1,train
GSE17920,GSM447705,no_relapse,1,1,train
GSE17920,GSM447706,no_relapse,1,1,train
GSE17920,GSM447707,no_relapse,1,1,train
GSE17920,GSM447709,no_relapse,1,1,train
GSE17920,GSM447710,no_relapse,1,1,train
GSE17920,GSM447711,no_relapse,1,1,train
GSE17920,GSM447712,no_relapse,1,1,train
GSE17920,GSM447713,no_relapse,1,1,train
GSE17920,GSM447714,no_relapse,1,1,train
GSE17920,GSM447715,no_relapse,1,1,train
GSE17920,GSM447717,no_relapse,1,1,train
GSE17920,GSM447720,no_relapse,1,1,train
GSE17920,GSM447722,no_relapse,1,1,train
GSE17920,GSM447723,no_relapse,1,1,train
GSE17920,GSM447725,no_relapse,1,1,train
GSE17920,GSM447726,no_relapse,1,1,train
GSE17920,GSM447727,no_relapse,1,1,train
GSE17920,GSM447728,no_relapse,1,1,train
GSE17920,GSM447730,no_relapse,1,1,train
GSE17920,GSM447731,no_relapse,1,1,train
GSE17920,GSM447732,no_relapse,1,1,train
GSE17920,GSM447733,no_relapse,1,1,train
GSE17920,GSM447734,no_relapse,1,1,train
GSE17920,GSM447735,no_relapse,1,1,train
GSE17920,GSM447736,no_relapse,1,1,train
GSE17920,GSM447737,no_relapse,1,1,train
GSE17920,GSM447738,no_relapse,1,1,train
GSE17920,GSM447610,relapse,1,1,test
GSE17920,GSM447611,relapse,1,1,test
GSE17920,GSM447615,relapse,1,1,test
GSE17920,GSM447618,relapse,1,1,test
GSE17920,GSM447625,relapse,1,1,test
GSE17920,GSM447632,relapse,1,1,test
GSE17920,GSM447643,relapse,1,1,test
GSE17920,GSM447644,relapse,1,1,test
GSE17920,GSM447660,no_relapse,1,1,test
GSE17920,GSM447669,no_relapse,1,1,test
GSE17920,GSM447673,no_relapse,1,1,test
GSE17920,GSM447674,no_relapse,1,1,test
GSE17920,GSM447680,no_relapse,1,1,test
GSE17920,GSM447688,no_relapse,1,1,test
GSE17920,GSM447691,no_relapse,1,1,test
GSE17920,GSM447693,no_relapse,1,1,test
GSE17920,GSM447695,no_relapse,1,1,test
