dataset_id,sample_id,class_label,repeat_id,fold_id,split
GSE6613,GSM153404,parkinson,1,1,train
GSE6613,GSM153405,control,1,1,train
GSE6613,GSM153406,control,1,1,train
GSE6613,GSM153407,parkinson,1,1,train
GSE6613,GSM153408,parkinson,1,1,train
GSE6613,GSM153409,control,1,1,train
GSE6613,GSM153410,parkinson,1,1,train
GSE6613,GSM153411,parkinson,1,1,train
GSE6613,GSM153412,parkinson,1,1,train
GSE6613,GSM153413,parkinson,1,1,train
GSE6613,GSM153415,parkinson,1,1,train
GSE6613,GSM153416,parkinson,1,1,train
GSE6613,GSM153418,parkinson,1,1,train
GSE6613,GSM153419,control,1,1,train
GSE6613,GSM153420,parkinson,1,1,train
GSE6613,GSM153421,parkinson,1,1,train
GSE6613,GSM153422,parkinson,1,1,train
GSE6613,GSM153423,control,1,1,train
GSE6613,GSM153424,parkinson,1,1,train
GSE6613,GSM153425,control,1,1,train
GSE6613,GSM153426,control,1,1,train
GSE6613,GSM153427,control,1,1,train
GSE6613,GSM153428,control,1,1,train
GSE6613,GSM153429,control,1,1,train
GSE6613,GSM153433,control,1,1,train
GSE6613,GSM153434,parkinson,1,1,train
GSE6613,GSM153435,parkinson,1,1,train
GSE6613,GSM153436,parkinson,1,1,train
GSE6613,GSM153437,parkinson,1,1,train
GSE6613,GSM153438,control,1,1,train
GSE6613,GSM153439,parkinson,1,1,train
GSE6613,GSM153440,control,1,1,train
GSE6613,GSM153443,parkinson,1,1,train
GSE6613,GSM153444,control,1,1,train
GSE6613,GSM153445,parkinson,1,1,train
GSE6613,GSM153447,control,1,1,train
GSE6613,GSM153449,parkinson,1,1,train
GSE6613,GSM153450,control,1,1,train
GSE6613,GSM153451,control,1,1,train
GSE6613,GSM153452,control,1,1,train
GSE6613,GSM153453,parkinson,1,1,train
GSE6613,GSM153455,parkinson,1,1,train
GSE6613,GSM153456,control,1,1,train
GSE6613,GSM153457,control,1,1,train
GSE6613,GSM153458,control,1,1,train
GSE6613,GSM153459,control,1,1,train
GSE6613,GSM153460,control,1,1,train
GSE6613,GSM153461,control,1,1,train
GSE6613,GSM153462,parkinson,1,1,train
GSE6613,GSM153463,control,1,1,train
GSE6613,GSM153465,parkinson,1,1,train
GSE6613,GSM153466,control,1,1,train
GSE6613,GSM153467,control,1,1,train
GSE6613,GSM153468,control,1,1,train
GSE6613,GSM153470,control,1,1,train
GSE6613,GSM153472,control,1,1,train
GSE6613,GSM153473,control,1,1,train
GSE6613,GSM153474,control,1,1,train
GSE6613,GSM153475,control,1,1,train
GSE6613,GSM153477,control,1,1,train
GSE6613,GSM153478,control,1,1,train
GSE6613,GSM153479,control,1,1,train
GSE6613,GSM153481,parkinson,1,1,train
GSE6613,GSM153482,parkinson,1,1,train
GSE6613,GSM153483,parkinson,1,1,train
GSE6613,GSM153484,control,1,1,train
GSE6613,GSM153485,parkinson,1,1,train
GSE6613,GSM153486,control,1,1,train
GSE6613,GSM153487,control,1,1,train
GSE6613,GSM153488,control,1,1,train
GSE6613,GSM153489,parkinson,1,1,train
GSE6613,GSM153490,parkinson,1,1,train
GSE6613,GSM153491,parkinson,1,1,train
GSE6613,GSM153492,parkinson,1,1,train
GSE6613,GSM153493,parkinson,1,1,train
GSE6613,GSM153494,parkinson,1,1,train
GSE6613,GSM153495,parkinson,1,1,train
GSE6613,GSM153497,control,1,1,train
GSE6613,GSM153499,control,1,1,train
GSE6613,GSM153502,parkinson,1,1,train
GSE6613,GSM153503,control,1,1,train
GSE6613,GSM153505,parkinson,1,1,train
GSE6613,GSM153506,parkinson,1,1,train
GSE6613,GSM153508,control,1,1,train
GSE6613,GSM153414,parkinson,1,1,test
GSE6613,GSM153417,parkinson,1,1,test
GSE6613,GSM153430,parkinson,1,1,test
GSE6613,GSM153431,control,1,1,test
GSE6613,GSM153432,parkinson,1,1,test
GSE6613,GSM153441,parkinson,1,1,test
GSE6613,GSM153442,parkinson,1,1,test
GSE6613,GSM153446,parkinson,1,1,test
GSE6613,GSM153448,control,1,1,test
GSE6613,GSM153454,parkinson,1,1,test
GSE6613,GSM153464,control,1,1,test
GSE6613,GSM153469,control,1,1,test
GSE6613,GSM153471,control,1,1,test
GSE6613,GSM153476,control,1,1,test
GSE6613,GSM153480,control,1,1,test
GSE6613,GSM153496,control,1,1,test
GSE6613,GSM153498,parkinson,1,1,test
GSE6613,GSM153500,control,1,1,test
GSE6613,GSM153501,parkinson,1,1,test
GSE6613,GSM153504,control,1,1,test
GSE6613,GSM153507,control,1,1,test
GSE6613,GSM153404,parkinson,1,2,train
GSE6613,GSM153405,control,1,2,train
GSE6613,GSM153406,control,1,2,train
GSE6613,GSM153410,parkinson,1,2,train
GSE6613,GSM153411,parkinson,1,2,train
GSE6613,GSM153412,parkinson,1,2,train
GSE6613,GSM153413,parkinson,1,2,train
GSE6613,GSM153414,parkinson,1,2,train
GSE6613,GSM153415,parkinson,1,2,train
GSE6613,GSM153416,parkinson,1,2,train
GSE6613,GSM153417,parkinson,1,2,train
GSE6613,GSM153418,parkinson,1,2,train
GSE6613,GSM153419,control,1,2,train
GSE6613,GSM153420,parkinson,1,2,train
GSE6613,GSM153422,parkinson,1,2,train
GSE6613,GSM153423,control,1,2,train
GSE6613,GSM153426,control,1,2,train
GSE6613,GSM153427,control,1,2,train
GSE6613,GSM153428,control,1,2,train
GSE6613,GSM153429,control,1,2,train
GSE6613,GSM153430,parkinson,1,2,train
GSE6613,GSM153431,control,1,2,train
GSE6613,GSM153432,parkinson,1,2,train
GSE6613,GSM153433,control,1,2,train
GSE6613,GSM153436,parkinson,1,2,train
GSE6613,GSM153437,parkinson,1,2,train
GSE6613,GSM153439,parkinson,1,2,train
GSE6613,GSM153440,control,1,2,train
GSE6613,GSM153441,parkinson,1,2,train
GSE6613,GSM153442,parkinson,1,2,train
GSE6613,GSM153443,parkinson,1,2,train
GSE6613,GSM153444,control,1,2,train
GSE6613,GSM153445,parkinson,1,2,train
GSE6613,GSM153446,parkinson,1,2,train
GSE6613,GSM153448,control,1,2,train
GSE6613,GSM153449,parkinson,1,2,train
GSE6613,GSM153450,control,1,2,train
GSE6613,GSM153451,control,1,2,train
GSE6613,GSM153452,control,1,2,train
GSE6613,GSM153453,parkinson,1,2,train
GSE6613,GSM153454,parkinson,1,2,train
GSE6613,GSM153456,control,1,2,train
GSE6613,GSM153457,control,1,2,train
GSE6613,GSM153460,control,1,2,train
GSE6613,GSM153461,control,1,2,train
GSE6613,GSM153462,parkinson,1,2,train
GSE6613,GSM153463,control,1,2,train
GSE6613,GSM153464,control,1,2,train
GSE6613,GSM153465,parkinson,1,2,train
GSE6613,GSM153466,control,1,2,train
GSE6613,GSM153467,control,1,2,train
GSE6613,GSM153468,control,1,2,train
GSE6613,GSM153469,control,1,2,train
GSE6613,GSM153470,control,1,2,train
GSE6613,GSM153471,control,1,2,train
GSE6613,GSM153472,control,1,2,train
GSE6613,GSM153474,control,1,2,train
GSE6613,GSM153475,control,1,2,train
GSE6613,GSM153476,control,1,2,train
GSE6613,GSM153477,control,1,2,train
GSE6613,GSM153478,control,1,2,train
GSE6613,GSM153479,control,1,2,train
GSE6613,GSM153480,control,1,2,train
GSE6613,GSM153481,parkinson,1,2,train
GSE6613,GSM153483,parkinson,1,2,train
GSE6613,GSM153485,parkinson,1,2,train
GSE6613,GSM153487,control,1,2,train
GSE6613,GSM153488,control,1,2,train
GSE6613,GSM153489,parkinson,1,2,train
GSE6613,GSM153491,parkinson,1,2,train
GSE6613,GSM153492,parkinson,1,2,train
GSE6613,GSM153493,parkinson,1,2,train
GSE6613,GSM153494,parkinson,1,2,train
GSE6613,GSM153495,parkinson,1,2,train
GSE6613,GSM153496,control,1,2,train
GSE6613,GSM153497,control,1,2,train
GSE6613,GSM153498,parkinson,1,2,train
GSE6613,GSM153499,control,1,2,train
GSE6613,GSM153500,control,1,2,train
GSE6613,GSM153501,parkinson,1,2,train
GSE6613,GSM153504,control,1,2,train
GSE6613,GSM153505,parkinson,1,2,train
GSE6613,GSM153506,parkinson,1,2,train
GSE6613,GSM153507,control,1,2,train
